item_id	translation_key	en_us	ru_ru	status
create:radial_chassis	block.create.radial_chassis	Radial Chassis	Радиальное шасси	HAS_RU
create:railway_casing	block.create.railway_casing	Train Casing	Железнодорожный корпус	HAS_RU
create:rare_creeper_package	item.create.rare_creeper_package		Редкая посылка: Creeper	HAS_RU
create:rare_darcy_package	item.create.rare_darcy_package		Редкая посылка: Darcy	HAS_RU
create:rare_evan_package	item.create.rare_evan_package		Редкая посылка: Evan	HAS_RU
create:rare_jinx_package	item.create.rare_jinx_package		Редкая посылка: Jinx	HAS_RU
create:rare_kryppers_package	item.create.rare_kryppers_package		Редкая посылка: Kryppers	HAS_RU
create:rare_simi_package	item.create.rare_simi_package		Редкая посылка: Simi	HAS_RU
create:rare_starlotte_package	item.create.rare_starlotte_package		Редкая посылка: Starlotte	HAS_RU
create:rare_thunder_package	item.create.rare_thunder_package		Редкая посылка: Thunder	HAS_RU
create:rare_up_package	item.create.rare_up_package		Редкая посылка: Up	HAS_RU
create:rare_vector_package	item.create.rare_vector_package		Редкая посылка: Vector	HAS_RU
create:raw_zinc	item.create.raw_zinc	Raw Zinc	Рудный цинк	HAS_RU
create:raw_zinc_block	block.create.raw_zinc_block	Block of Raw Zinc	Блок рудного цинка	HAS_RU
create:red_postbox	block.create.red_postbox	Red Postbox	Красный почтовый ящик	HAS_RU
create:red_sand_paper	item.create.red_sand_paper	Red Sand Paper	Красная наждачная бумага	HAS_RU
create:red_seat	block.create.red_seat	Red Seat	Красное сиденье	HAS_RU
create:red_table_cloth	block.create.red_table_cloth	Red Table Cloth	Красная скатерть	HAS_RU
create:red_toolbox	block.create.red_toolbox	Red Toolbox	Красный ящик для инструментов	HAS_RU
create:red_valve_handle	block.create.red_valve_handle	Red Valve Handle	Красная ручка вентиля	HAS_RU
create:redstone_contact	block.create.redstone_contact	Redstone Contact	Редстоуновый контакт	HAS_RU
create:redstone_link	block.create.redstone_link	Redstone Link	Редстоуновый передатчик сигнала	HAS_RU
create:redstone_requester	block.create.redstone_requester	Redstone Requester	Редстоуновый запрашиватель	HAS_RU
create:refined_radiance	item.create.refined_radiance	Refined Radiance	Изысканное сияние	HAS_RU
create:refined_radiance_casing	block.create.refined_radiance_casing	Radiant Casing	Сияющий корпус	HAS_RU
create:repackager	block.create.repackager	Re-Packager	Переупаковщик	HAS_RU
create:rope_pulley	block.create.rope_pulley	Rope Pulley	Верёвочная лебёдка	HAS_RU
create:rose_quartz	item.create.rose_quartz	Rose Quartz	Розовый кварц	HAS_RU
create:rose_quartz_block	block.create.rose_quartz_block	Block of Rose Quartz	Блок розового кварца	HAS_RU
create:rose_quartz_lamp	block.create.rose_quartz_lamp	Rose Quartz Lamp	Розовокварцевый фонарь	HAS_RU
create:rose_quartz_tiles	block.create.rose_quartz_tiles	Rose Quartz Tiles	Плитка из розового кварца	HAS_RU
create:rotation_speed_controller	block.create.rotation_speed_controller	Rotation Speed Controller	Регулятор скорости вращения	HAS_RU
create:sail_frame	block.create.sail_frame	Windmill Sail Frame	Рама паруса ветряной мельницы	HAS_RU
create:sand_paper	item.create.sand_paper	Sand Paper	Наждачная бумага	HAS_RU
create:schedule	item.create.schedule	Train Schedule	Расписание поезда	HAS_RU
create:schematic	item.create.schematic	Schematic	Схематика	HAS_RU
create:schematic_and_quill	item.create.schematic_and_quill	Schematic And Quill	Схематика и перо	HAS_RU
create:schematic_table	block.create.schematic_table	Schematic Table	Схематичный стол	HAS_RU
create:schematicannon	block.create.schematicannon	Schematicannon	Строительная пушка	HAS_RU
create:scorchia	block.create.scorchia	Scorchia	Тёмный пепел	HAS_RU
create:scorchia_pillar	block.create.scorchia_pillar	Scorchia Pillar	Тёмнопепловая колонна	HAS_RU
create:scoria	block.create.scoria	Scoria	Пепел	HAS_RU
create:scoria_pillar	block.create.scoria_pillar	Scoria Pillar	Пепловая колонна	HAS_RU
create:secondary_linear_chassis	block.create.secondary_linear_chassis	Secondary Linear Chassis	Вторичное линейное шасси	HAS_RU
create:sequenced_gearshift	block.create.sequenced_gearshift	Sequenced Gearshift	Последовательная коробка передач	HAS_RU
create:shadow_steel	item.create.shadow_steel	Shadow Steel	Теневая сталь	HAS_RU
create:shadow_steel_casing	block.create.shadow_steel_casing	Shadow Casing	Теневой корпус	HAS_RU
create:shaft	block.create.shaft	Shaft	Вал	HAS_RU
create:shopping_list	item.create.shopping_list	Shopping List	Накладная	HAS_RU
create:small_andesite_brick_slab	block.create.small_andesite_brick_slab	Small Andesite Brick Slab	Плита из мелкого андезитового кирпича	HAS_RU
create:small_andesite_brick_stairs	block.create.small_andesite_brick_stairs	Small Andesite Brick Stairs	Ступеньки из мелкого андезитового кирпича	HAS_RU
create:small_andesite_brick_wall	block.create.small_andesite_brick_wall	Small Andesite Brick Wall	Ограда из мелкого андезитового кирпича	HAS_RU
create:small_andesite_bricks	block.create.small_andesite_bricks	Small Andesite Bricks	Мелкие андезитовые кирпичи	HAS_RU
create:small_asurine_brick_slab	block.create.small_asurine_brick_slab	Small Asurine Brick Slab	Плита из мелкого азуринового кирпича	HAS_RU
create:small_asurine_brick_stairs	block.create.small_asurine_brick_stairs	Small Asurine Brick Stairs	Ступеньки из мелкого азуринового кирпича	HAS_RU
create:small_asurine_brick_wall	block.create.small_asurine_brick_wall	Small Asurine Brick Wall	Ограда из мелкого азуринового кирпича	HAS_RU
create:small_asurine_bricks	block.create.small_asurine_bricks	Small Asurine Bricks	Мелкие азуриновые кирпичи	HAS_RU
create:small_calcite_brick_slab	block.create.small_calcite_brick_slab	Small Calcite Brick Slab	Плита из мелкого кальцитового кирпича	HAS_RU
create:small_calcite_brick_stairs	block.create.small_calcite_brick_stairs	Small Calcite Brick Stairs	Ступеньки из мелкого кальцитового кирпича	HAS_RU
create:small_calcite_brick_wall	block.create.small_calcite_brick_wall	Small Calcite Brick Wall	Ограда из мелкого кальцитового кирпича	HAS_RU
create:small_calcite_bricks	block.create.small_calcite_bricks	Small Calcite Bricks	Мелкие кальцитовые кирпичи	HAS_RU
create:small_crimsite_brick_slab	block.create.small_crimsite_brick_slab	Small Crimsite Brick Slab	Плита из мелкого кримзитового кирпича	HAS_RU
create:small_crimsite_brick_stairs	block.create.small_crimsite_brick_stairs	Small Crimsite Brick Stairs	Ступеньки из мелкого кримзитового кирпича	HAS_RU
create:small_crimsite_brick_wall	block.create.small_crimsite_brick_wall	Small Crimsite Brick Wall	Ограда из мелкого кримзитового кирпича	HAS_RU
create:small_crimsite_bricks	block.create.small_crimsite_bricks	Small Crimsite Bricks	Мелкие кримзитовые кирпичи	HAS_RU
create:small_deepslate_brick_slab	block.create.small_deepslate_brick_slab	Small Deepslate Brick Slab	Плита из мелкого глубинносланцевого кирпича	HAS_RU
create:small_deepslate_brick_stairs	block.create.small_deepslate_brick_stairs	Small Deepslate Brick Stairs	Ступеньки из мелкого глубинносланцевого кирпича	HAS_RU
create:small_deepslate_brick_wall	block.create.small_deepslate_brick_wall	Small Deepslate Brick Wall	Ограда из мелкого глубинносланцевого кирпича	HAS_RU
create:small_deepslate_bricks	block.create.small_deepslate_bricks	Small Deepslate Bricks	Мелкие глубинносланцевые кирпичи	HAS_RU
create:small_diorite_brick_slab	block.create.small_diorite_brick_slab	Small Diorite Brick Slab	Плита из мелкого диоритового кирпича	HAS_RU
create:small_diorite_brick_stairs	block.create.small_diorite_brick_stairs	Small Diorite Brick Stairs	Ступеньки из мелкого диоритового кирпича	HAS_RU
create:small_diorite_brick_wall	block.create.small_diorite_brick_wall	Small Diorite Brick Wall	Ограда из мелкого диоритового кирпича	HAS_RU
create:small_diorite_bricks	block.create.small_diorite_bricks	Small Diorite Bricks	Мелкие диоритовые кирпичи	HAS_RU
create:small_dripstone_brick_slab	block.create.small_dripstone_brick_slab	Small Dripstone Brick Slab	Плита из мелкого натёчнокаменного кирпича	HAS_RU
create:small_dripstone_brick_stairs	block.create.small_dripstone_brick_stairs	Small Dripstone Brick Stairs	Ступеньки из мелкого натёчнокаменного кирпича	HAS_RU
create:small_dripstone_brick_wall	block.create.small_dripstone_brick_wall	Small Dripstone Brick Wall	Ограда из мелкого натёчнокаменного кирпича	HAS_RU
create:small_dripstone_bricks	block.create.small_dripstone_bricks	Small Dripstone Bricks	Мелкие натёчнокаменные кирпичи	HAS_RU
create:small_granite_brick_slab	block.create.small_granite_brick_slab	Small Granite Brick Slab	Плита из мелкого гранитного кирпича	HAS_RU
create:small_granite_brick_stairs	block.create.small_granite_brick_stairs	Small Granite Brick Stairs	Ступеньки из мелкого гранитного кирпича	HAS_RU
create:small_granite_brick_wall	block.create.small_granite_brick_wall	Small Granite Brick Wall	Ограда из мелкого гранитного кирпича	HAS_RU
