id	source_hash	translation
block:block.enderio.clear_glass_np_gray	sha256:c5af5195e4177c07170019783f7120b6d4bfcf70e4e1deeb40de584a3281d90b	Серое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_green	sha256:205d149f3f928c351a6ce7c8e843d028fd5940dd8b2a35d7e022a90ec9ee74bd	Зелёное чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_light_blue	sha256:3b92536e8fc6c8dfa935924da21cd4d4e586093944c9e397a62234c9ba488bb8	Голубое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_light_gray	sha256:6e6a0030f1bb5ac061a9ac41cd040038b302fa495d8d09cbc08c6839ebffeecc	Светло-серое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_lime	sha256:6b94ca1a8ab7fc090dfbb16ddd8c04857174a8f5fb7e59d5d3571718e072b16c	Лаймовое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_magenta	sha256:a4b91d47587950c3dd75db47e4108a474c342945cf9b318f96b7aa92379dd252	Пурпурное чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_orange	sha256:1edccfe94a6bddeaabf02afbe911b1f2843d07caa86ee0466e90170281ce5608	Оранжевое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_pink	sha256:bd911af57d39a665a62646ba0c55fe8da260c7d69c01c103f7eee58c2c5c0cc3	Розовое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_purple	sha256:35c4a632c49bfa8eeb6dae803d82e50713ca99d537862c661143a593c01bf2a2	Фиолетовое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_red	sha256:ec932ffdd70f0c7c3eac394c8bb11ac9c3e631de084204b9224a4c0570f5c52a	Красное чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_white	sha256:a6a12c6ddf0a20f6173b66240f2669a71ae5c2c9ba4ce2c4f1c8f71f1e9b8599	Белое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_yellow	sha256:cb23f6d0a476ef1f2cd2c66f9f27a4e79665113d78332d96769b15adef508e69	Жёлтое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_p	sha256:f193a9e699fa4d280e1e8649c49a03bec7f18c1d9d9e793b3ca97af571f53faa	Чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_black	sha256:0daa7db898d9b16c33039f2fd167523dbdda91b0f00a32d98a942e3be323e0e6	Чёрное чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_blue	sha256:d9237fe8834a48d468559621cefd4d1c879d0092b8f153689fe6cb46d21b6ddd	Синее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_brown	sha256:9460b8dbf25de2d4c7f4362c9adb2dee6c336263531e7778678488fb62afdea8	Коричневое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_cyan	sha256:4fd54ce0e948e2605f91c38c26d0691583cc35a695997f0ee4413c1850853890	Бирюзовое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_gray	sha256:3f0f998eac9f7483056ddf3ad0118246cb855fc1b40047ae4bc458ab6b6ee6ab	Серое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_green	sha256:3a240920520da43984de937544d80d4f316af8a949d46542b214343d2ddca088	Зелёное чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_light_blue	sha256:d631924e42ded7cde88365b07c4446ab3772d65241037206e4f22274e4c7242e	Голубое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_light_gray	sha256:eac828abf16f8148258fa23c62fd5889e81d8e59110c75ce74f29f6fd3d2184d	Светло-серое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_lime	sha256:a89ddbd420c8ab289ff6a4618928f6d5520a9c404743cbb6354f03d3d02e4762	Лаймовое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_magenta	sha256:44bf5d567f6a0c1cc6e5254b8f76224c0e098d6c68c8677d555bd2ca38c7f3af	Пурпурное чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_orange	sha256:6f762150a8772f6d2cff5d93969e7db15f554b467b98adfa2d687bdaa0cb51a2	Оранжевое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_pink	sha256:8730f1b789dc68220088adcf5d83c00946117da0103bb9949acac9474da1910b	Розовое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_purple	sha256:06db1a9901dfe2b918e9da9b02b7dad51af0da27910760e19e6270702b5a856b	Фиолетовое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_red	sha256:239624ffbb9a617414439ce2ff428e8b97193d5b7807513f80196a260a5f3ff4	Красное чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_white	sha256:5dba698220a76c8b290b79950f5cf7e34768f0ffe36e76fcc2084d3b9b8d7870	Белое чистое стекло (проходят игроки)
block:block.enderio.clear_glass_p_yellow	sha256:85e58635c092577ae706e27968fcade86482ebbbd28a937e039ee48f1879f054	Жёлтое чистое стекло (проходят игроки)
block:block.enderio.fused_quartz_a	sha256:c61cac0f21c74e0123fd4562da754b1de37d04e222e08cb889b5b62ed683b59e	Плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_black	sha256:5d71f5f0cc4bf6e4907e6c108c8879212c293f4b44b1db6088710ded20571a1b	Чёрный плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_blue	sha256:7938bcc44f8e499d040d669174d7004bf93bae350a6f08b69c7a9636a055cd9e	Синий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_brown	sha256:dd6b6f1840e1f1bc8dccec3900b38101110fce6dabf3bdb20f8aceb577701536	Коричневый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_cyan	sha256:5de6200156ee315e0bfabcd1c56dde78a3345860f2cbf67602511892318e5ef8	Бирюзовый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_gray	sha256:d52f0f35ae4cbbbae9b4496137bc89ee5ccfacdc53c45905fbc072989e781e4f	Серый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_green	sha256:f52937ecad5984d22e74d7e974361fd3cf1368529a60f4eddda332560cb0a8ef	Зелёный плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_light_blue	sha256:63da9d88cd67ffc5a5ef7f1b1f67e78c9bac8bb7dc479904aac85f101edb5892	Голубой плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_light_gray	sha256:2d5024d228386ce9eb25c35cb02c1f8eee0ca1b70ed796cb2d8e85220fbf4b32	Светло-серый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_lime	sha256:160c0c5af5d628a7d988460cf5a2ae7f413e0e107135a2f44b1f1348784c4822	Лаймовый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_magenta	sha256:e529219ab984fb538d29e52b174e79a5a0e946f544805400531e3dfe2e48c32b	Пурпурный плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_orange	sha256:2fee14825e373720a64d54e6b8840c137eed6d0ef22e4e04b83f8cd8e0f3ad29	Оранжевый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_pink	sha256:d4d9280214c1c3b16e50fc5391a7c46a5f24bbe74314e737d2b12c601f088a33	Розовый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_purple	sha256:2158dcf1117f9a6a3d7781263ad09b23d1e0da0384a9d8168da4f296bfca17e7	Фиолетовый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_red	sha256:9572179587db5265acedccdd2e05bb5214786c6f23bf3954b5df5387a9ecc5ea	Красный плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_white	sha256:8b0fefaa672f866e7c7559c048de5edd64519cd34ca0b1f717cd127d3d5e7d13	Белый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_a_yellow	sha256:361d67d04b133a4b3ad20e8fecd42be11f1f976ee2fb6cdbb7b02ea2be1d3e34	Жёлтый плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da	sha256:265a006725dd640bafcf28e86943109d303184557d6716bbfe2000a5b8f5e72b	Затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_black	sha256:bec073bdd727a392bec4b3eadca214eeafb2b84c1e2525acf10508c482eb462e	Чёрный затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_blue	sha256:e8406f9403c07c0599d5ede61580f1e4bcee612c8e0a846cdbab23a3860b10be	Синий затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_brown	sha256:e66ec02239c7c494ba788a7f994763cf668a73cb8a5dbb587b33a96adc24ccd6	Коричневый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_cyan	sha256:850de05559d33f2ceeabe5a41c5de210b1ce8c851ebe1e81fd30d62078da5dab	Бирюзовый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_gray	sha256:ac3f50d2a7314c61cff74da9fa7fa6d06ccbab1264b406d3cddceaad2806a986	Серый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_green	sha256:3820bf78ceceef807bf0b15ba0ff3a43f819c22009e958f23386a4e4378df344	Зелёный затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_light_blue	sha256:1b715d78f42347bd85388d2cd3d68cb8a6df0d4f2edd06fadbcbc88da6cacfcd	Голубой затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_light_gray	sha256:8e48e26e3db7ecba03141eb1be1ef6e8b7fb06079490b0c547407916e7e4e59b	Светло-серый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_lime	sha256:b60bf70bfeb6f19160fe852f3399992cef6f2c182cc9a5a03e1adaa130ed7668	Лаймовый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_magenta	sha256:6b2fa999bd0d130362b3d4790e56815fb428bbb24ac92cd432bbe881d2d9df70	Пурпурный затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_orange	sha256:2d2d1af6b09cd861543904d5675e8843d3b35a9413619fa6ff3e8449d8c34835	Оранжевый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_pink	sha256:43618fcb610f035ba093ea72830d6ec0ed5b8dd0bfb6220c67d7ec8c82b5b81f	Розовый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_purple	sha256:823e21a56b9de8612afbf5ebf0dcf2f3e67c7e71c01ef322931e96cd94aa7fca	Фиолетовый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_red	sha256:d40d80247cf513efd8971dfb03c4311b4827aca3f29c889e465c397974159e0b	Красный затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_white	sha256:612870ce990428b91fa2ff0711ede6c8480e7553084dffc07d339583ee554e53	Белый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_da_yellow	sha256:26852a92669503a961523b0a58bae085bdec79d285e400a4478d5724843e4dee	Жёлтый затемняющий плавленый кварц (проходят животные)
block:block.enderio.fused_quartz_dm	sha256:514d7f9cad155ead905ffaaf3492c6d750a772eb01eeb4c72455f5e053346337	Затемняющий плавленый кварц (проходят монстры)
block:block.enderio.fused_quartz_dm_black	sha256:9a5c15b71ae59105a0496ed433f187aca8a0b400bd53aa371f316b4a7d3ef910	Чёрный затемняющий плавленый кварц (проходят монстры)
block:block.enderio.fused_quartz_dm_blue	sha256:ecf31a6d3d1ec50dbacbced4cf52781be160008f890656424a0f674056246d6b	Синий затемняющий плавленый кварц (проходят монстры)
